university,careers,inscription_date,last_name,gender,age,birth_dates,postal_code,location,email
_universidad_de_palermo,licenciatura_en_sociología_,13/Sep/20,wendy_williams,f,,26/Jun/18,7000,,carlpowell@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,04/Oct/20,julie_davis,f,,21/Jan/16,4605,,fmoreno@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,10/Oct/20,ryan_schwartz,m,,11/Apr/19,1761,,tphillips@hotmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,22/Jan/21,cheryl_nguyen,f,,07/Jan/75,6330,,terriwinters@hotmail.com
_universidad_de_palermo,medicina,09/Jan/21,linda_jacobson,f,,27/Dec/15,2535,,pauljames@gmail.com
_universidad_de_palermo,contador_público_,28/Sep/20,brandon_stein,m,,11/Nov/05,2905,,rebeccabaker@hotmail.com
_universidad_de_palermo,bioquímica,23/Sep/20,matthew_wallace,m,,01/Feb/33,1661,,andrewporter@gmail.com
_universidad_de_palermo,ingeniería_mecánica,01/Dec/20,david_hill,m,,04/Mar/21,2707,,abaxter@yahoo.com
_universidad_de_palermo,actuario_,17/Oct/20,peter_hill,m,,12/Dec/52,3162,,rswanson@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,05/Dec/20,suzanne_hampton,f,,05/Mar/68,6625,,cantusamuel@yahoo.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,04/Oct/20,mrs._michelle_george,f,,31/Oct/15,1832,,angelicakline@yahoo.com
_universidad_de_palermo,contador_público_,05/Oct/20,michael_shaffer,m,,18/Aug/98,9031,,sean16@gmail.com
_universidad_de_palermo,ingeniería_mecánica,14/Sep/20,diane_garrett,f,,01/Sep/06,3240,,kelsey02@gmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,02/Sep/20,maria_west,f,,24/Jun/63,6237,,allencarly@yahoo.com
_universidad_de_palermo,agronomía,01/Feb/21,ashley_graves,f,,13/Mar/12,6538,,halljonathan@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,09/Sep/20,jack_weber,m,,05/Feb/31,2760,,michaelestrada@yahoo.com
_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,27/Oct/20,adam_rivera,m,,10/May/84,6603,,allison06@hotmail.com
_universidad_de_palermo,licenciatura_en_sociología_,20/Oct/20,brian_sanchez,m,,17/Sep/04,3127,,duranrobin@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,13/Dec/20,allison_anderson,f,,20/Apr/21,3061,,smithmelinda@hotmail.com
_universidad_de_palermo,ingeniería_en_informática,11/Nov/20,jonathan_warren,m,,12/Jun/83,8333,,rasmussengina@hotmail.com
_universidad_de_palermo,farmacia,29/Dec/20,jamie_gonzalez,f,,14/Aug/63,5634,,phillipthornton@hotmail.com
_universidad_de_palermo,bioquímica,18/Sep/20,sarah_lawson,f,,27/Mar/20,8422,,leecatherine@hotmail.com
_universidad_de_palermo,ingeniería_mecánica,02/Dec/20,brittney_brooks,f,,16/Jun/93,3541,,vanessakennedy@hotmail.com
_universidad_de_palermo,medicina,20/Oct/20,douglas_mitchell,m,,02/May/37,9121,,andersonjudy@gmail.com
_universidad_de_palermo,ingeniería_mecánica,23/Sep/20,dustin_holmes,m,,07/Jun/83,6220,,pricejames@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,28/Jan/21,pamela_robertson,f,,10/Jun/76,5700,,lyonstaylor@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,02/Sep/20,ms._sierra_delacruz,f,,28/Aug/37,3313,,thomas52@gmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,30/Dec/20,michael_sullivan,m,,17/Aug/65,3117,,taylormegan@yahoo.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,19/Jan/21,dr._patricia_hurley,f,,06/Dec/71,6474,,tfoley@gmail.com
_universidad_de_palermo,medicina,05/Nov/20,bryan_jensen,m,,17/Mar/69,5474,,debravelez@gmail.com
_universidad_de_palermo,medicina,13/Sep/20,william_nelson,m,,30/Apr/09,1884,,smithjennifer@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,27/Jan/21,kyle_anderson,m,,29/Nov/95,6242,,steven56@gmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,11/Nov/20,alexander_diaz,m,,09/Feb/82,3252,,amanda46@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,15/Nov/20,jerry_wilson,m,,19/Dec/18,6323,,pamelaburke@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,26/Oct/20,kenneth_moss_iv,m,,15/Sep/82,4103,,scottbryan@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,20/Nov/20,jeffrey_diaz,m,,06/Dec/07,8504,,alexanderedwards@yahoo.com
_universidad_de_palermo,licenciatura_en_artes,07/Sep/20,edwin_robinson,m,,30/Aug/20,6603,,davidcoleman@hotmail.com
_universidad_de_palermo,licenciatura_en_administración_,11/Jan/21,gene_perez,m,,27/Jan/48,4741,,davismichelle@hotmail.com
_universidad_de_palermo,contador_público_,04/Sep/20,lisa_hurst,f,,18/Nov/71,5301,,mquinn@hotmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,13/Sep/20,david_mitchell,m,,06/Aug/20,3118,,michele56@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,06/Jan/21,daisy_bautista,f,,31/Oct/36,6509,,oliviamoore@yahoo.com
_universidad_de_palermo,arquitectura,17/Dec/20,tiffany_livingston,f,,03/Jan/40,4111,,anita84@yahoo.com
_universidad_de_palermo,diseño_industrial,13/Nov/20,jeremy_james,m,,02/May/15,1601,,stevewilliams@hotmail.com
_universidad_de_palermo,licenciatura_en_artes,13/Nov/20,jesus_jones,m,,22/Jan/61,2617,,ljordan@gmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,10/Dec/20,jessica_lawrence,f,,29/Aug/33,9050,,peter21@gmail.com
_universidad_de_palermo,licenciatura_en_administración_,18/Dec/20,heather_simmons,f,,09/Dec/60,2609,,elizabeth46@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,26/Nov/20,elaine_olson,f,,08/Mar/48,3515,,williamsregina@hotmail.com
_universidad_de_palermo,farmacia,22/Sep/20,anna_cervantes,f,,28/Nov/29,1757,,higginsdennis@hotmail.com
_universidad_de_palermo,medicina,20/Nov/20,jose_riley,m,,04/Jun/86,3545,,morganhammond@yahoo.com
_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,29/Oct/20,deanna_moore,f,,09/Jun/89,1752,,scottphillips@gmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,03/Jan/21,erica_gonzalez,f,,26/Feb/13,1981,,smithlinda@hotmail.com
_universidad_de_palermo,bioquímica,25/Oct/20,david_summers,m,,22/Aug/77,4117,,vbennett@hotmail.com
_universidad_de_palermo,ingeniería_electrónica,25/Dec/20,kelly_daniel,f,,20/Mar/53,2246,,bonnie07@hotmail.com
_universidad_de_palermo,licenciatura_en_psicología,14/Oct/20,tyler_tucker,m,,05/Mar/84,8164,,ortizwalter@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,17/Sep/20,jessica_hunt,f,,18/Nov/70,5475,,barbara02@gmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,11/Nov/20,kevin_reyes,m,,23/Oct/83,5372,,jesse63@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,22/Dec/20,michael_smith,m,,24/Jul/33,5563,,rodriguezkatie@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,01/Jan/21,jordan_cole,m,,23/Jul/58,5537,,rachael35@gmail.com
_universidad_de_palermo,ingeniería_mecánica,23/Oct/20,patrick_kennedy,m,,29/Nov/20,2216,,laurenkey@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,02/Sep/20,noah_martinez,m,,19/Jun/09,2352,,kaitlyn92@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,11/Sep/20,robert_wilkins,m,,14/Jul/69,5374,,cody88@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,26/Jan/21,christina_turner,f,,01/Mar/46,2326,,jmyers@hotmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,14/Jan/21,jamie_castaneda,f,,26/Jul/45,7620,,oscar32@gmail.com
_universidad_de_palermo,agronomía,08/Nov/20,nancy_burns,f,,07/Sep/87,1646,,qmorrow@gmail.com
_universidad_de_palermo,ciencias_veterinarias,20/Sep/20,steven_russell,m,,26/Mar/06,5405,,david33@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,02/Dec/20,steven_holder,m,,20/Sep/61,8328,,gscott@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,11/Oct/20,ashley_carpenter,f,,30/Mar/08,7545,,jmoreno@gmail.com
_universidad_de_palermo,ciencias_veterinarias,27/Oct/20,brian_walls,m,,14/Dec/96,7001,,esparzalarry@hotmail.com
_universidad_de_palermo,agronomía,25/Dec/20,abigail_nichols,f,,05/Dec/70,2527,,megan22@gmail.com
_universidad_de_palermo,arquitectura,15/Jan/21,michael_taylor,m,,15/Mar/10,3592,,mathiskyle@yahoo.com
_universidad_de_palermo,ingeniería_mecánica,16/Oct/20,kevin_chase,m,,07/Sep/72,4413,,russelljeremy@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,31/Oct/20,michael_bird,m,,08/Nov/32,5340,,david44@hotmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,26/Jan/21,benjamin_jackson,m,,29/May/12,7300,,anthonysantos@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,11/Oct/20,andrea_davis,f,,31/Oct/75,3362,,denisemcdonald@yahoo.com
_universidad_de_palermo,técnico_para_bioterios_,09/Jan/21,lisa_bennett_dds,f,,25/Mar/20,8505,,michaelbeck@gmail.com
_universidad_de_palermo,arquitectura,04/Jan/21,samuel_johnson,m,,13/Jun/07,2300,,xhall@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,22/Nov/20,elizabeth_kelly,f,,15/Dec/64,5521,,trocha@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,20/Sep/20,tyler_figueroa,m,,08/Apr/21,1834,,jamesbenitez@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,29/Nov/20,daniel_jones,m,,06/May/63,5419,,james73@yahoo.com
_universidad_de_palermo,diseño_industrial,01/Dec/20,jared_navarro,m,,18/Nov/47,4651,,jonestaylor@gmail.com
_universidad_de_palermo,medicina,14/Sep/20,linda_ryan,f,,16/May/72,7313,,jrosales@hotmail.com
_universidad_de_palermo,farmacia,18/Oct/20,zachary_doyle,m,,26/Nov/56,7161,,wmccall@hotmail.com
_universidad_de_palermo,licenciatura_en_psicología,28/Sep/20,susan_anthony,f,,15/Apr/40,3070,,keith90@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,29/Dec/20,douglas_boone,m,,10/Sep/36,3572,,monroematthew@gmail.com
_universidad_de_palermo,farmacia,11/Dec/20,joseph_ortega,m,,16/Oct/61,6455,,higginscynthia@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,15/Sep/20,kimberly_mccann,f,,21/Aug/50,8142,,scott45@hotmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,08/Oct/20,olivia_pruitt,f,,16/Aug/16,6712,,castillomike@gmail.com
_universidad_de_palermo,medicina,14/Dec/20,douglas_richards,m,,22/Feb/43,3172,,christophercopeland@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,21/Jan/21,rachel_black,f,,03/Nov/52,3263,,morganstephen@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,26/Oct/20,kyle_delgado_dds,m,,02/Apr/71,1649,,xhall@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,21/Sep/20,robert_george,m,,29/Dec/90,5567,,colinoliver@yahoo.com
_universidad_de_palermo,arquitectura,26/Jan/21,bobby_duncan,m,,03/Dec/77,6207,,michaela98@gmail.com
_universidad_de_palermo,licenciatura_en_administración_,12/Nov/20,jay_gutierrez,m,,04/Dec/12,8208,,ryanmoore@gmail.com
_universidad_de_palermo,arquitectura,22/Nov/20,john_smith,m,,26/Jun/14,1657,,wrightmegan@yahoo.com
_universidad_de_palermo,agronomía,30/Dec/20,christine_love,f,,10/Jun/52,3229,,carrie17@hotmail.com
_universidad_de_palermo,actuario_,21/Nov/20,amber_bryant,f,,20/Nov/28,8379,,brownhannah@gmail.com
_universidad_de_palermo,medicina,08/Dec/20,rachel_flores,f,,14/Jul/07,2752,,larrykim@gmail.com
_universidad_de_palermo,licenciatura_en_administración_,27/Sep/20,jill_clark,f,,28/Apr/75,3304,,brandon10@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,29/Jan/21,jay_jones,m,,29/Apr/38,6723,,rossbarbara@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,06/Oct/20,john_miranda,m,,30/Jun/34,2709,,kathleenrobinson@gmail.com
_universidad_de_palermo,agronomía,22/Dec/20,andrew_benitez,m,,01/Oct/51,9111,,elizabethmartinez@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,07/Jan/21,brett_anderson,m,,04/May/62,2740,,bryantshaun@gmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,05/Oct/20,timothy_williams,m,,19/Nov/95,1665,,joseph85@hotmail.com
_universidad_de_palermo,medicina,12/Oct/20,nancy_burnett,f,,28/Apr/11,2403,,alicialarson@hotmail.com
_universidad_de_palermo,bioquímica,07/Jan/21,ana_ingram,f,,27/Mar/69,3304,,cmiller@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,17/Nov/20,melanie_owens,f,,16/Aug/06,3514,,ramseycarol@hotmail.com
_universidad_de_palermo,licenciatura_en_artes,01/Nov/20,ethan_gross,m,,20/Mar/00,2445,,martintaylor@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,24/Jan/21,marie_jones,f,,08/Jul/85,6507,,fischercarl@yahoo.com
_universidad_de_palermo,ingeniería_en_informática,24/Sep/20,jessica_stewart,f,,22/Feb/96,2101,,richard33@gmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,09/Jan/21,kimberly_martin,f,,15/Dec/38,4707,,xcline@gmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,23/Jan/21,paula_jackson,f,,15/Jul/24,3363,,robert76@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,20/Oct/20,travis_robinson,m,,12/Oct/20,4147,,marc34@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,10/Sep/20,jennifer_mccann,f,,03/Nov/28,1741,,sburton@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,29/Sep/20,paula_kirk,f,,24/Nov/58,4113,,qbarajas@gmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,15/Nov/20,rachel_scott,f,,03/Aug/45,6231,,xspencer@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,08/Jan/21,brianna_lucas,f,,14/Mar/89,1716,,shannon93@hotmail.com
_universidad_de_palermo,bioquímica,30/Oct/20,nicholas_west,m,,27/Sep/36,8171,,owensjeffrey@yahoo.com
_universidad_de_palermo,ingeniería_mecánica,11/Dec/20,jill_cobb,f,,11/Oct/16,3114,,henrychristian@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,06/Jan/21,melody_hubbard,f,,24/Aug/93,3524,,ryan63@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,14/Dec/20,rebekah_thompson,f,,29/Apr/14,5383,,xbrown@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,17/Nov/20,stephen_goodwin,m,,06/Apr/77,3123,,kristina21@gmail.com
_universidad_de_palermo,bioquímica,13/Oct/20,lauren_rivers,f,,11/Feb/73,8109,,piercejoseph@gmail.com
_universidad_de_palermo,licenciatura_en_administración_,15/Dec/20,andrew_callahan,m,,15/Jun/75,3201,,stevenvaldez@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,19/Nov/20,david_johnson,m,,03/Jun/06,7165,,judymiles@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,06/Jan/21,theodore_santiago,m,,16/Jun/12,5531,,jonathan13@yahoo.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,25/Sep/20,mark_norton,m,,04/Jan/65,5757,,victoriawalters@yahoo.com
_universidad_de_palermo,ingeniería_mecánica,09/Sep/20,matthew_taylor,m,,03/Aug/11,3263,,shannonmiller@yahoo.com
_universidad_de_palermo,actuario_,08/Oct/20,susan_thompson,f,,31/Jan/56,2324,,kphillips@hotmail.com
_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,19/Dec/20,brett_grant,m,,12/Apr/25,4234,,tatezachary@hotmail.com
_universidad_de_palermo,licenciatura_en_artes,08/Dec/20,paul_mack,m,,15/Aug/15,9407,,perrychristine@yahoo.com
_universidad_de_palermo,arquitectura,27/Jan/21,diane_espinoza,f,,05/Nov/54,5624,,jonesdavid@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,12/Nov/20,damon_smith,m,,25/Jul/74,6476,,wdawson@hotmail.com
_universidad_de_palermo,licenciatura_en_sociología_,02/Sep/20,larry_nelson,m,,03/Jul/84,8333,,contrerasmelissa@hotmail.com
_universidad_de_palermo,licenciatura_en_psicología,24/Jan/21,angela_ward,f,,15/Mar/40,5612,,alyssa12@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,07/Nov/20,michele_wright,f,,16/Apr/12,6220,,hbrowning@yahoo.com
_universidad_de_palermo,bioquímica,07/Dec/20,kristin_mcdonald,f,,25/Jun/23,7172,,daviesjohnny@yahoo.com
_universidad_de_palermo,licenciatura_en_administración_,16/Dec/20,tammy_gomez,f,,18/May/30,3085,,rebeccakim@gmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,05/Jan/21,jessica_sosa,f,,15/Nov/32,2154,,taylorlamb@hotmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,22/Oct/20,jessica_guzman,f,,07/May/17,5551,,jennifer74@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,30/Sep/20,hannah_rodriguez,f,,16/Aug/38,5449,,sjenkins@hotmail.com
_universidad_de_palermo,licenciatura_en_sociología_,01/Nov/20,robert_thompson,m,,04/May/18,3586,,kristinanewman@yahoo.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,01/Jan/21,sarah_lynch,f,,17/Sep/92,5575,,julielove@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,04/Dec/20,justin_walker,m,,16/Apr/82,9410,,dawn66@gmail.com
_universidad_de_palermo,agronomía,18/Nov/20,frank_glover,m,,15/Oct/07,4503,,billy87@hotmail.com
_universidad_de_palermo,actuario_,22/Sep/20,logan_willis,m,,08/Dec/09,2806,,thompsonkyle@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,24/Oct/20,debra_anderson,f,,24/Dec/38,8107,,lhartman@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,02/Nov/20,morgan_wilson,f,,30/Jan/90,6325,,morrischarles@gmail.com
_universidad_de_palermo,ingeniería_en_informática,13/Oct/20,timothy_marshall,m,,11/Feb/64,3101,,qchase@hotmail.com
_universidad_de_palermo,agronomía,29/Nov/20,christopher_miller,m,,27/Jul/19,2451,,theresacochran@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,06/Oct/20,maria_kelly,f,,15/Dec/98,9105,,kbarrett@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,25/Oct/20,cynthia_robinson,f,,04/Feb/45,1623,,lindalee@gmail.com
_universidad_de_palermo,diseño_industrial,02/Oct/20,lori_robinson,f,,20/Jun/07,4726,,cmorales@hotmail.com
_universidad_de_palermo,agronomía,19/Oct/20,stephanie_hayes,f,,15/Nov/38,6101,,christophergray@gmail.com
_universidad_de_palermo,contador_público_,05/Nov/20,angela_sanders,f,,03/Jul/02,6022,,harrisxavier@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,25/Nov/20,jonathon_adams,m,,29/Dec/17,5535,,jessicamaldonado@hotmail.com
_universidad_de_palermo,licenciatura_en_sociología_,10/Nov/20,lisa_mathis,f,,11/Sep/87,5547,,stevensearl@hotmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,13/Nov/20,hunter_sanford,m,,30/Mar/18,8534,,sheilastanley@gmail.com
