university,career,inscription_date,last_name,gender,age,birth_date,postal_code,location,email
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Dec/20,Matthew-graham,M,,41/Sep/30,,Arroyo-seco,Ucordova@yahoo.com
Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,19/Dec/20,Christina-thomas,F,,15/Nov/10,,Aguaditas,Qhernandez@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-educación-,21/Oct/20,Sabrina-reynolds,F,,09/Jan/19,,Recalde,Vroberts@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,19/Dec/20,Julia-cook,F,,73/Nov/24,,Olascoaga,Bradydanny@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Feb/20,Garrett-alexander,M,,33/Jul/29,,Acostilla,Hailey94@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,21/Jan/20,Deborah-nguyen,F,,92/Aug/25,,Colonia-zapata,Donald94@hotmail.com
Universidad-nacional-de-río-cuarto,Diseño-industrial,19/Oct/20,Troy-calderon,M,,77/May/29,,Cristolia,Dennisrichard@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/May/20,Valerie-chavez,F,,39/Aug/15,,Angaco-norte,Andrewtaylor@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-política-,21/Oct/20,Kayla-mccann,F,,79/Jun/25,,San-mayol,Xtucker@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-producción-de-bioimagenes,21/Aug/20,Pamela-mcintosh,F,,40/Aug/10,,Agua-los-matos,Michelle65@yahoo.com
Universidad-nacional-de-río-cuarto,Arquitectura,20/Jan/20,Kevin-leon,M,,60/Aug/02,,San-pedro-de-iruya,Kaylahall@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,21/Nov/20,Megan-jackson,F,,68/Feb/23,,Agua-grande,Cowankelly@gmail.com
Universidad-nacional-de-río-cuarto,Ingeniería-mecánica,21/Mar/20,Christopher-glenn,M,,24/Mar/07,,Rafael-castillo,Johnferguson@yahoo.com
Universidad-nacional-de-río-cuarto,Farmacia,21/Mar/20,Mark-ortiz,M,,78/May/09,,Atucha,Alanbond@hotmail.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Sep/20,Pamela-moon,F,,64/Nov/10,,Barrio-villa-adela,Frankjohnson@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-relaciones-del-trabajo-,20/Apr/20,Casey-scott,M,,82/Jan/22,,Campo-clucellas,Robert40@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-producción-de-bioimagenes,21/Jun/20,Gordon-bailey,M,,09/Aug/28,,Bustamante,Qhudson@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jun/20,Michelle-gentry,F,,89/Feb/18,,Libano,Kellyanderson@hotmail.com
Universidad-nacional-de-río-cuarto,Farmacia,20/Apr/20,Henry-smith,M,,87/Oct/13,,Independencia,Turnerlaurie@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Mar/20,Michelle-rodriguez,F,,58/Feb/23,,Edmundo-perkins,Solisjennifer@yahoo.com
Universidad-nacional-de-río-cuarto,Ingeniería-mecánica,20/Dec/20,Arthur-rodriguez,M,,38/Jul/19,,Arroyo-vega,Ramossusan@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,19/Oct/20,Rita-torres,F,,88/Nov/28,,Plomer,Harrisphillip@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-terapia-ocupacional,19/Nov/20,Lauren-turner,F,,12/May/23,,25-de-mayo,Waltonstephen@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,20/Jun/20,Stacy-perez,F,,70/Jan/13,,Ayui-parada,Travismaddox@yahoo.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Dec/20,Katelyn-thompson,F,,94/Oct/15,,Palantelen,Dawnmata@gmail.com
Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,21/Nov/20,Michael-prince,M,,62/Aug/14,,Campo-quiñones,Nicholasdoyle@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Mar/20,Gloria-miller,F,,14/Jan/08,,Cañadon-la-madera,Robert39@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,20/Jan/20,Tara-gilbert,F,,45/Feb/09,,Aguas-verdes,Pwilliams@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,21/Feb/20,Jeremiah-burns,M,,61/Aug/30,,Balsa,Wrightcassandra@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-gestión-de-agroalimentos,19/Nov/20,Rhonda-freeman,F,,45/Jul/19,,Aguas-verdes,Cindywashington@gmail.com
Universidad-nacional-de-río-cuarto,Ingeniería-en-informática,20/Aug/20,Christina-baird,F,,89/Oct/03,,Amambay,Gravestiffany@hotmail.com
Universidad-nacional-de-río-cuarto,Actuario-,21/Feb/20,Alexander-johnson,M,,42/Dec/22,,Ingeniero-williams,Ianmosley@yahoo.com
Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,21/Aug/20,Heather-shaw,F,,86/Mar/03,,Agua-azul,Martinezdavid@gmail.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Jan/20,Victoria-martin,F,,12/Oct/23,,Abra-del-trigo,Jeremiahporter@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,19/Dec/20,Nicole-cooper,F,,25/Jul/08,,Aldao,Griffinlarry@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-computación,21/Jan/20,Thomas-cook,M,,06/Dec/07,,Carrizales,Zthompson@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Mar/20,Juan-smith,M,,45/Feb/04,,Arroyo-grande,Chelsealawson@hotmail.com
Universidad-nacional-de-río-cuarto,Arquitectura,21/Feb/20,Jonathan-marshall,M,,18/Jul/21,,Estancia-las-isletas,Unoble@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Sep/20,Donna-moore,F,,01/Jul/30,,Domselaar,Stuartmatthew@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-producción-de-bioimagenes,20/May/20,Maxwell-mills,M,,27/Aug/16,,Isla,Gibsoncrystal@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Feb/20,Thomas-johnson,M,,16/Feb/14,,Campo-galloso,Dunlaplaura@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Mar/20,Patricia-morales,F,,19/Apr/11,,El-retiro,Evanswendy@yahoo.com
Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Jun/20,Charles-johns,M,,10/Apr/30,,Vicente-lopez,Mikestephens@gmail.com
Universidad-nacional-de-río-cuarto,Medicina,19/Dec/20,Jeffrey-anderson,M,,21/Aug/27,,Atreuco,Joe80@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,21/Mar/20,Jonathan-brown,M,,85/Aug/12,,Colonia-sere,Jonesmichael@hotmail.com
Universidad-nacional-de-río-cuarto,Diseño-industrial,20/Jun/20,Sandra-pearson,F,,27/Jun/16,,12-de-octubre,Patrickhawkins@yahoo.com
Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Feb/20,Stephen-cruz,M,,03/Jul/14,,Colonia-bella-italia,Jroberts@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,21/Apr/20,Anthony-taylor,M,,11/Feb/20,,Abra-mayo,Laurapham@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Feb/20,James-lopez,M,,11/Feb/21,,El-talar,Christopher58@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Nov/20,James-smith,M,,10/Aug/27,,Calchaqui,Jessicagibbs@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-relaciones-del-trabajo-,20/Jul/20,Angel-ramirez,F,,10/Apr/01,,Villa-ballester,Lsmith@yahoo.com
Universidad-nacional-de-río-cuarto,Farmacia,21/Dec/20,Matthew-meyer,M,,95/Oct/05,,Cushamen,Drew16@gmail.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Feb/20,Kelly-sanders,F,,52/Mar/19,,Camba-paso,Atkinstoni@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Apr/20,Shawn-rodriguez,M,,08/Oct/30,,Agustoni,Owright@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-terapia-ocupacional,21/May/20,Matthew-cruz,M,,06/Jun/07,,El-carmen,Elizabethholder@gmail.com
Universidad-nacional-de-río-cuarto,Diseño-industrial,20/Jun/20,Kim-myers,F,,83/Dec/29,,Aristia,Gwagner@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Jul/20,Donna-allen,F,,54/Jan/21,,Balneario-chapalco,Shannonmartin@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-producción-de-bioimagenes,19/Nov/20,Larry-jackson,M,,62/Feb/18,,Alcaracito,Tcummings@hotmail.com
Universidad-nacional-de-río-cuarto,Medicina,20/Apr/20,Jonathan-austin,M,,41/Feb/12,,Campo-andino,Jasoncarr@yahoo.com
Universidad-nacional-de-río-cuarto,Arquitectura,21/Dec/20,Norman-hernandez,M,,49/Aug/14,,Acaragua,Qmathews@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Jun/20,Amanda-hodges,F,,50/Sep/16,,Colonia-duran,Elizabethhicks@yahoo.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Jun/20,Lucas-durham,M,,97/Nov/23,,Aaron-castellanos,Smcdonald@hotmail.com
Universidad-nacional-de-río-cuarto,Diseño-industrial,21/May/20,James-lopez,M,,75/Dec/21,,9-de-julio-kilometro-20,John93@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-terapia-ocupacional,19/Nov/20,Samantha-moore,F,,44/Jul/03,,Acaragua,Poconnell@hotmail.com
Universidad-nacional-de-río-cuarto,Arquitectura,21/Oct/20,Thomas-woods,M,,27/Jul/31,,13-de-enero,Lindsey40@yahoo.com
Universidad-nacional-de-río-cuarto,Diseño-industrial,20/Oct/20,Mr.-dennis-lee,M,,15/Aug/12,,Carlos-maria-naon,Laurenpowell@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-biológicas,21/Jul/20,Bonnie-beck,F,,18/Nov/19,,Carbometal,Osalazar@gmail.com
Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Jun/20,Patricia-houston,F,,95/May/28,,Aristia,Hstephens@yahoo.com
Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,19/Dec/20,Heather-scott,F,,90/Jul/13,,Diego-lopez,Clarkdouglas@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,20/Sep/20,Daniel-vega,M,,36/Apr/16,,Diego-lopez,Ruthcruz@hotmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Jan/20,Sarah-burns,F,,81/Nov/20,,Allen,Donnareynolds@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,20/Feb/20,Christina-spence,F,,63/Aug/16,,Calera-argentina,Buckleytaylor@gmail.com
Universidad-nacional-de-río-cuarto,Arquitectura,19/Oct/20,Jeffery-gutierrez,M,,18/Nov/26,,Colonia-nueva-montevideo,Melissanguyen@gmail.com
Universidad-nacional-de-río-cuarto,Actuario-,20/Nov/20,Becky-dunn,F,,13/Feb/14,,Campo-las-puertas,Wolfeamanda@gmail.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Jun/20,Christian-henry,M,,00/Jan/21,,Alto-de-leiva,Mcarpenter@gmail.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/May/20,Katie-schultz,F,,09/May/03,,Barrio-jardin-luzuriaga,Christopherjimenez@yahoo.com
Universidad-nacional-de-río-cuarto,Licenciatura-en-relaciones-del-trabajo-,20/May/20,Cynthia-johnson,F,,09/Nov/11,,Estacion-mazan,Hallricardo@hotmail.com
Universidad-nacional-de-río-cuarto,Contador-público-,21/Mar/20,James-riley,M,,68/Feb/19,,30-de-octubre,Tiffany23@yahoo.com
Universidad-nacional-de-río-cuarto,Arquitectura,21/Aug/20,Patrick-mitchell,M,,12/Mar/18,,Blandengues,Justin64@gmail.com
Universidad-nacional-de-río-cuarto,Ingeniería-en-informática,21/Mar/20,Tyler-delgado,M,,11/Apr/01,,Bella-vista,Trevinojohn@hotmail.com
Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,21/Feb/20,Matthew-hernandez,M,,75/Sep/03,,El-jumeal,Kristiepotter@hotmail.com
Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,21/Nov/20,Michelle-moss,F,,13/Jul/25,,Aguayo,Jirwin@yahoo.com
