university,career,inscription_date,first_name,last_name,gender,age,birth_date,postal_code,location,email
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/18,Jessica-lewis,,F,,08/Jan/04,,Angeloni,Jenkinssusan@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/22,Anna-miles,,F,,10/Jul/14,,Antumpa,Hollypace@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/10,Morgan-solomon,,F,,48/Aug/12,,17-de-agosto,Lawrence30@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/28,Riley-williams,,M,,41/Sep/24,,Carrizal-norte,Johnnythompson@gmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Sep/25,Timothy-williams,,M,,87/May/08,,Adan-quiroga,Reneemorton@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/03,Paul-howard,,M,,77/Apr/11,,Condarco,Theresahooper@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,21/Jan/10,Andrea-rose,,F,,87/May/02,,Est-jauregui-va-flandria,Mendezdonald@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/23,Samuel-moyer,,M,,07/Sep/04,,La-tranca,Tstrickland@hotmail.com
-universidad-abierta-interamericana,Medicina,20/Dec/05,Lori-morales,,F,,13/Aug/11,,Barrio-ferri,Susanguerra@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/17,Terri-hensley,,F,,88/Apr/02,,Arijon,Eflores@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/18,Linda-fitzgerald,,F,,50/Aug/02,,Destileria-fiscal,Jennifer86@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/11,Alicia-hill,,F,,77/Jan/23,,Carlos-pellegrini,Fdavis@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Dec/05,James-conrad,,M,,13/Nov/11,,Los-cardos,Sali@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/23,Arthur-andrews,,M,,45/Aug/27,,Amuschina,Wallersandra@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/30,Amanda-foster,,F,,68/Aug/13,,Calchaqui,Rward@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/16,Robert-leonard,,M,,55/Apr/04,,Villa-olivari,Gonzalezlisa@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,21/Jan/09,Diana-elliott,,F,,79/Mar/22,,Colonia-barga,Marysmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/02,Anthony-romero,,M,,59/Jul/31,,Valle-hondo,Heatherwalters@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/24,Sonya-sandoval,,F,,68/Feb/10,,Colonia-tacurales,Leejohn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Oct/16,Jeffrey-suarez,,M,,64/Jan/31,,Alto-de-sierra,Paulacasey@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/04,Samuel-chaney,,M,,77/Jun/30,,Villa-santos-tesei,Velliott@gmail.com
-universidad-abierta-interamericana,Agronomía,21/Jan/24,Gregory-young,,M,,47/Nov/16,,Berraondo,Johnsontracy@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/03,Leon-boyd,,M,,06/Sep/07,,Baigorrita,Jennawilson@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/16,Ralph-owen-jr.,,M,,64/Jan/15,,Arturo-segui,Dthomas@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/10,Christy-knight,,F,,32/Sep/12,,Kilometro-112,Natalie64@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Oct/20,Sean-lindsey,,M,,62/Aug/24,,Balneario-los-angeles,Mmiles@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/25,Jamie-evans,,F,,12/Jan/11,,Campo-la-riviere,Matthewmyers@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/21,Kyle-keith,,M,,14/May/13,,Adela-corti,Richardthompson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/25,April-simon,,F,,09/Mar/16,,Barranqueras,William33@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Oct/04,Sara-richards,,F,,16/Apr/05,,Canal-15-cerro-de-la-gloria,Melaniekidd@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/19,Jonathan-butler,,M,,86/Jun/28,,Banfield,Joseph05@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/29,Mrs.-ashley-mooney,,F,,78/Oct/07,,Aldea-maria-luisa,Gentryandrew@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Oct/06,Julia-aguilar,,F,,41/Feb/05,,Alegre,Hudsonjorge@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/04,Rachel-bautista,,F,,04/Mar/17,,El-carbalino,Mwoodard@hotmail.com
-universidad-abierta-interamericana,Farmacia,20/Sep/06,Danielle-porter,,F,,28/Jul/28,,Amambay,Ylynch@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/30,Robert-schneider,,M,,96/Oct/22,,El-hoyo,Brownmeghan@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Sep/22,Christopher-burke,,M,,88/Aug/25,,Cañada-la-negra,Nichole90@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/03,Michael-schultz,,M,,57/May/25,,Agua-blanca,Stephaniewells@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/17,Jocelyn-davis,,F,,81/May/13,,Martin-coronado,Zcombs@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,21/Jan/18,Susan-gardner,,F,,26/May/12,,Alfredo-peña,Hadams@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/17,Terrence-savage,,M,,72/Apr/27,,Acheral,Denise94@yahoo.com
-universidad-abierta-interamericana,Arquitectura,20/Oct/12,Benjamin-lewis,,M,,95/Sep/16,,Gobernador-moyano,Williamdixon@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/09,Andrew-torres,,M,,52/Aug/19,,Aldea-beleiro,Sarah53@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Oct/23,Pamela-irwin,,F,,44/Feb/07,,D-orbigny,Angeladickerson@gmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/24,Krista-martinez,,F,,63/Feb/23,,25-de-mayo,Jerrycarson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/06,Alicia-wise,,F,,13/Jan/01,,Campo-la-flor-los-ralos,Cabreralaurie@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Sep/09,Travis-weiss,,M,,83/Jan/13,,Alpasinche,Jeremycarter@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Sep/12,Christina-roberts,,F,,83/Nov/13,,San-fernando,Dakotawilson@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/14,Nicole-brown,,F,,38/May/28,,El-tropezon,Tiffanyadkins@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/22,Shannon-owen,,F,,07/Dec/05,,Agustin-roca,Tmacias@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Lori-wheeler,,F,,26/Jan/01,,Lomas-de-zamora,Hknight@yahoo.com
-universidad-abierta-interamericana,Arquitectura,21/Jan/03,Michelle-smith,,F,,09/Jul/26,,Angosto-del-perchel,Jamieramirez@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/08,Erin-cross,,F,,61/Oct/22,,Barrio-emir-ramon-juarez,Ccunningham@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/15,Juan-gonzalez,,M,,51/Jan/18,,Bigand,Gcarlson@yahoo.com
-universidad-abierta-interamericana,Bioquímica,20/Sep/01,Frank-bautista,,M,,06/Sep/03,,Adan-quiroga,Wallsnathan@hotmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/01,Rebecca-gilbert,,F,,46/Sep/02,,Aldea-maria-luisa,Juan94@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/23,Edward-lewis,,M,,14/Aug/24,,Mecha,Dmartin@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/04,Russell-odonnell,,M,,19/Jan/25,,Campamento-sol,Nicholasmeza@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Sep/14,Katie-lowe,,F,,03/Jul/07,,Ingeniero-adolfo-sourdeaux,Rebecca30@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Sep/08,Aaron-pope,,M,,92/Apr/14,,Aconquija,Stewartlindsey@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Oct/21,Patricia-bailey,,F,,27/May/05,,Granadero-baigorria,Uaguirre@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/02,Kelly-hogan,,M,,36/Jun/07,,El-sombrerito,Donna19@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Oct/26,Kayla-orozco,,F,,79/Apr/27,,Santa-teresita,Robertoconnor@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/14,Richard-garcia,,M,,03/Aug/14,,La-legua,Mary69@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/30,Matthew-obrien,,M,,70/Dec/09,,Arbuco,Isaac40@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/01,Sandra-smith,,F,,62/Aug/06,,Cabaña-el-cisne,Mikepope@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/14,Katie-green,,F,,95/Jan/21,,Abralaite,Starklynn@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/16,Breanna-rollins,,F,,97/Oct/09,,Haras-san-jacinto,Leestacy@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/27,Robert-mann,,M,,06/Jun/03,,Albigasta,Mcclainlaura@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/24,Daniel-stone,,M,,90/Jul/01,,Colonia-devoto,Nixonsergio@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/19,Steven-cox,,M,,11/Sep/01,,Florentino-ameghino,Scottmegan@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/05,Ashley-matthews,,F,,75/Aug/05,,Asuncion,Zparker@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/15,Derek-dougherty,,M,,91/Feb/20,,Faro-querandi,Barkerelizabeth@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Oct/29,Anna-richardson,,F,,03/Jan/18,,Claverie,Armstrongwendy@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/16,Kyle-sosa,,M,,81/Apr/30,,Sey,Megan71@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Oct/23,Donna-glenn,,F,,41/Dec/20,,Bosques,Stephen50@gmail.com
-universidad-abierta-interamericana,Arquitectura,21/Jan/11,Suzanne-watts,,F,,93/May/03,,28-de-noviembre,Hortonmatthew@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/10,Mr.-colin-west,,M,,30/Oct/11,,Colonia-nueva-montevideo,Martinezjessica@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/12,Keith-price,,M,,03/Feb/24,,Alizal,Wilsonkimberly@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/18,Erica-clark,,F,,48/Jul/29,,Alpatacal,Bgilbert@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Oct/18,Gina-miller,,F,,82/Jul/02,,San-bernardo-del-tuyu,Greyes@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/28,Jennifer-nichols,,F,,47/May/06,,Alto-del-saladillo,Gregory99@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/06,Kathleen-acevedo,,F,,93/May/17,,Colonia-santa-rosa,Stephanie82@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/17,Daniel-young,,M,,15/Nov/17,,11-de-septiembre,Manninglindsey@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Sep/16,Spencer-davidson,,M,,98/Dec/13,,Alijilan,April62@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/16,Philip-watkins,,M,,47/May/30,,9-de-julio,Pkirk@gmail.com
-universidad-abierta-interamericana,Arquitectura,21/Jan/23,Debra-morris,,F,,31/Sep/10,,Agua-cercada,Lbrown@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/17,Meghan-underwood,,F,,18/May/30,,Roldan,Perkinsjessica@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/15,Andrea-russell,,F,,20/May/01,,Condarco,Wnelson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/12,Jeffery-phillips,,M,,43/Apr/07,,Estacion-yerua,Jonathan88@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/29,David-white,,M,,68/Jul/24,,Anguinan,Larry50@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Sep/29,Robert-martin,,M,,90/Aug/06,,Acassuso,Thomascastillo@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/30,Sherry-hernandez,,F,,53/Jan/21,,El-talar,Lchavez@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/05,Monica-larsen,,F,,02/Aug/24,,Chelforo,Shelleyjordan@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Dec/06,Michael-jones,,M,,30/Jan/20,,Candelaria-sud,Fgeorge@yahoo.com
-universidad-abierta-interamericana,Arquitectura,21/Jan/13,Makayla-bray,,F,,91/Jul/22,,Colonia-valdez,Emilyleach@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/26,Linda-williams,,F,,21/Feb/10,,Costa-del-rio-azul,Graymichael@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/19,Collin-patrick,,M,,12/Dec/20,,Arroyo-molino,Xperez@gmail.com
-universidad-abierta-interamericana,Contador-público-,20/Dec/21,Alexis-carter,,F,,50/Jan/23,,Colonia-alvear,Daniel01@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Oct/28,Steven-tapia,,M,,67/Jun/04,,El-guanaco,Daniel73@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/18,Miguel-saunders,,M,,15/Jan/04,,Bonpland-norte,Dcoffey@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/05,Karen-lane,,F,,73/Jul/01,,Carlos-tejedor,Wilsonbenjamin@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/13,Caleb-gray,,M,,77/Oct/24,,Arroyo-balmaceda,Mgarcia@yahoo.com
-universidad-abierta-interamericana,Bioquímica,20/Oct/13,Shannon-adams,,F,,65/May/14,,Arroyo-canelon,Faith29@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Sep/26,David-berg,,M,,19/Feb/21,,Juan-e-barra,Reyescassie@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Sep/12,Justin-luna,,M,,61/Mar/26,,Cañadon-seco,Brandon58@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/18,Brandon-pineda,,M,,78/Aug/22,,Catua,Dustin07@hotmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Nov/30,Andrew-smith,,M,,10/Apr/15,,Base-aerea-teniente-matienzo,Dgamble@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Sep/06,Dominic-kemp,,M,,49/Dec/04,,Kilometro-77,Zwolf@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/13,Ashley-hebert,,F,,17/Aug/22,,La-torrecita,Bergdavid@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/12,Mr.-johnathan-douglas-md,,M,,84/Mar/01,,San-andres,Tgilmore@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Oct/31,Nicole-davis,,F,,06/Feb/15,,Alfredo-demarchi,Herrerasara@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/11,Jenny-perez,,F,,08/Dec/10,,Ariel,Donald99@gmail.com
-universidad-abierta-interamericana,Arquitectura,20/Dec/16,William-barker,,M,,62/Dec/05,,Alto-verde,Amberbowen@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/09,Kimberly-mcdonald,,F,,73/Sep/23,,Garcia-del-rio,Allenheather@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Oct/24,Debbie-short,,F,,06/Sep/08,,Fortin-lavalle,Jade48@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Nov/29,Joseph-thomas,,M,,12/Sep/04,,Don-torcuato,Stephen30@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Dec/06,Laura-mcdonald,,F,,58/Nov/05,,Gobernador-lanusse,Fcoleman@gmail.com
-universidad-abierta-interamericana,Arquitectura,20/Dec/06,Laura-johnson,,F,,09/Nov/15,,Colonia-alberdi,Martinezcarolyn@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Nov/15,Jessica-gilbert,,F,,74/Apr/28,,Bolivar,Ydunn@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/10,Debra-padilla,,F,,50/Jun/10,,Arata,Pmontgomery@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/05,Edward-young,,M,,58/Dec/23,,Bajo-grande,Ericapennington@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/01,Kristen-reid,,F,,35/Mar/18,,Francisco-casal,Vaughndawn@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/22,Lauren-hess,,F,,88/Dec/23,,Mercado-central,Micheal05@gmail.com
-universidad-abierta-interamericana,Medicina,20/Dec/07,Lori-jenkins,,F,,77/Jun/24,,Barcala,Kdavis@gmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/21,Regina-greer,,F,,72/Jun/09,,Atreuco,Besparza@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Dec/15,Katie-wood,,F,,62/Jul/27,,Aguada-alegre,Elizabethbaker@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/30,John-turner,,M,,10/Oct/20,,Aldao,Johnsonedwin@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Oct/03,Shane-berry,,M,,56/Jan/07,,Aguada-a-pique,Moralestheresa@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/16,Isabel-hernandez,,F,,11/Jan/13,,Indacochea,Dbaker@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,21/Jan/27,Chad-hart,,M,,08/Dec/23,,Chañarcito,Hneal@hotmail.com
