university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/29,,dale huynh,m,1991/04/08,,,colonia matilde,wsingh@hotmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/25,,timothy norman,m,1929/04/24,,,el jumeal,tnichols@yahoo.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/31,,paul evans,m,1950/07/22,,,aguada de la peña,zking@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/05,,christian sanders,m,1984/02/01,,,coronel charlone,fwiggins@yahoo.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/09,,nicole wells,f,1918/12/26,,,barlett,gailunderwood@yahoo.com
universidad tecnológica nacional,licenciatura en sociología ,2020/09/12,,george thompson,m,1939/01/30,,,azul,andrewsnyder@hotmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/26,,joseph wall,m,1948/10/01,,,los molinos,gtucker@yahoo.com
universidad tecnológica nacional,contador público ,2020/11/12,,tiffany molina,f,1948/12/07,,,algarrobal abajo,brianduncan@hotmail.com
universidad tecnológica nacional,farmacia,2020/11/26,,julia lopez,f,2002/12/03,,,blanca grande,kray@gmail.com
universidad tecnológica nacional,agronomía,2020/10/10,,benjamin moore,m,1928/10/07,,,cailomuta,richardsonashley@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/25,,steven sexton,m,1955/03/14,,,aero club canal,hendersonlinda@hotmail.com
universidad tecnológica nacional,farmacia,2020/10/22,,margaret johnson,f,2019/06/06,,,colonia sere,rioskevin@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/27,,john smith,m,1969/06/06,,,azteazu,vegajuan@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/11,,paul johnson,m,1983/02/19,,,carbometal,emilydonaldson@hotmail.com
universidad tecnológica nacional,actuario ,2021/01/02,,leah williams,f,2000/07/15,,,cabaña el cisne,trevinokenneth@gmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/10/25,,zachary hurley,m,2007/11/05,,,ambrosio p lezica,john64@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/11/22,,isabella gibson,f,1999/10/26,,,cazon,luis27@gmail.com
universidad tecnológica nacional,bioquímica,2020/09/06,,mark estrada,m,1979/01/14,,,dock sud,collin60@yahoo.com
universidad tecnológica nacional,actuario ,2020/10/01,,hunter buck,m,1972/08/24,,,longchamps,wdudley@gmail.com
universidad tecnológica nacional,medicina,2021/01/12,,christine huerta,f,1945/05/31,,,el potrero,justin29@gmail.com
universidad tecnológica nacional,diseño industrial,2020/12/18,,felicia bautista,f,1946/09/18,,,casablanca,robert75@hotmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/30,,david yu,m,2008/12/19,,,villa hipodromo,jwillis@yahoo.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/20,,maria hale,f,1974/07/08,,,los cardos,friedmankristen@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/11,,katelyn white,f,1981/04/24,,,carrizales,jaimerivers@gmail.com
universidad tecnológica nacional,agronomía,2020/09/15,,mark cook,m,1916/10/23,,,ingeniero de madrid,kellymartinez@yahoo.com
universidad tecnológica nacional,ingeniería electrónica,2021/01/16,,margaret chavez,f,1945/03/28,,,alto verde,iyoung@gmail.com
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/12,,malik ball,m,1911/09/23,,,villa adelina,zaguilar@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/30,,mike kim,m,1920/08/14,,,valle hondo,brownzachary@gmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/04,,emma jackson,f,1983/10/07,,,kilometro 125,mackamanda@yahoo.com
universidad tecnológica nacional,ingeniería mecánica,2020/09/04,,jeffrey sandoval,m,1962/09/16,,,perez,tammy71@hotmail.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/30,,betty bishop,f,1982/07/14,,,agrelo,kristen05@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/26,,tammy petersen,f,2003/01/31,,,caminera samborombon,acarter@gmail.com
universidad tecnológica nacional,arquitectura,2020/09/30,,justin lopez,m,2000/10/08,,,el trebol,lauragriffith@yahoo.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/02,,megan booker,f,1954/06/13,,,arbol solo,kingchase@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/11/01,,jose ewing,m,1986/02/20,,,alizal,zblankenship@gmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/26,,tiffany bates,f,2007/07/10,,,cascada,grichards@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/06,,russell gomez,m,1962/06/18,,,boliche lata,rogersdouglas@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/21,,desiree edwards,f,1908/01/03,,,acostilla,tdodson@hotmail.com
universidad tecnológica nacional,técnico para bioterios ,2021/01/15,,thomas thompson,m,1951/12/15,,,amalia,amy82@hotmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/12/11,,samantha briggs,f,1907/09/18,,,san antonio de obligado,mia12@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/19,,stacey lee,f,2002/06/21,,,benitez,chavezmichael@hotmail.com
universidad tecnológica nacional,contador público ,2020/10/08,,katie cain,f,1931/08/12,,,cañada de gomez,brian98@gmail.com
universidad tecnológica nacional,diseño industrial,2021/01/27,,tony hall,m,2003/03/25,,,4 de noviembre,ksmith@hotmail.com
universidad tecnológica nacional,ingeniería en informática,2020/09/14,,troy martin,m,1915/03/15,,,abra guazu,kurtroberson@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/09,,christopher everett,m,1934/10/04,,,cazon,qlucas@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/10,,jason rice,m,1985/05/26,,,apoyaco,stevenjames@yahoo.com
universidad tecnológica nacional,farmacia,2021/01/29,,john williams,m,1971/02/20,,,angostura,cynthiacarlson@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/24,,kristen brown,f,1958/05/17,,,alvarez,ygomez@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/26,,mrs. crystal miller,f,1906/03/28,,,arroyo corralito,andrewthompson@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2020/12/16,,leslie harris,f,2013/10/11,,,16 de julio,ericalewis@gmail.com
universidad tecnológica nacional,medicina,2020/11/02,,amy warner,f,1966/04/29,,,arana,robertphelps@hotmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/12/09,,jennifer schroeder,f,1992/02/13,,,agua linda,ebraun@hotmail.com
universidad tecnológica nacional,actuario ,2020/12/25,,sydney jackson,f,1943/08/18,,,kilometro 47,austinhannah@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2021/01/29,,jason austin,m,1948/09/17,,,ireneo portela,cooperchelsea@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/09/14,,jacob white,m,1918/04/21,,,cara mala,david71@yahoo.com
universidad tecnológica nacional,ciencias veterinarias,2020/12/07,,dylan brown,m,1955/07/28,,,villa lerga,heidihuang@gmail.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/13,,andrew mcdonald,m,1933/05/16,,,san marcelo,megangray@yahoo.com
universidad tecnológica nacional,licenciatura en psicología,2020/10/12,,karen wagner,f,1930/09/24,,,las hermanas,hayesmary@gmail.com
universidad tecnológica nacional,ingeniería mecánica,2021/01/11,,christopher rivera,m,1914/02/25,,,dos hermanos,dawn99@hotmail.com
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021/01/20,,holly obrien,f,1943/08/13,,,grutly,joanfrost@gmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/09/28,,amy hanson,f,2018/01/24,,,12 de octubre,chelseachavez@gmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/09/06,,heather pearson,f,2000/12/12,,,abra del tafi,regina45@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/26,,chase rodriguez,m,1971/06/04,,,el carbalino,daniel30@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/22,,debra taylor,f,1939/09/08,,,candelaria sud,donnawalker@gmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/11/25,,tina garcia,f,2008/08/22,,,ampacama,zking@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/17,,lisa nolan,f,1924/02/09,,,dho,christine59@gmail.com
universidad tecnológica nacional,licenciatura en artes,2021/01/13,,jack roberts,m,1947/09/24,,,lehmann,krystal98@gmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/10/09,,brandon rhodes,m,1941/06/07,,,gobernador lanusse,amandascott@yahoo.com
universidad tecnológica nacional,licenciatura en artes,2020/09/21,,april swanson,f,1947/06/22,,,campo el bermejo,lopeznicole@yahoo.com
universidad tecnológica nacional,agronomía,2020/10/19,,edward randolph,m,1989/05/05,,,estacion saguier,jleon@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/28,,jacob cruz,m,1944/07/19,,,drabble,stonemelissa@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/04,,pamela cherry,f,1959/09/09,,,cañada la rica,thomashill@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/19,,mark smith,m,1964/06/04,,,gobernador crespo,bgrimes@hotmail.com
universidad tecnológica nacional,arquitectura,2020/12/02,,denise stephens,f,1941/02/16,,,barcena,naustin@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/04,,brittany boyd,f,1987/04/24,,,moron,gcunningham@hotmail.com
universidad tecnológica nacional,ingeniería mecánica,2021/01/28,,christina moses,f,1960/06/16,,,fortin chaco,amymiller@hotmail.com
universidad tecnológica nacional,arquitectura,2020/12/10,,thomas cook,m,1917/08/17,,,campana,david32@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/21,,debra perez,f,1943/11/10,,,chimpay,dawsonleroy@gmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/09/29,,amy houston,f,2007/10/21,,,alto del saladillo,cathy97@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2021/01/23,,john reeves,m,1983/02/13,,,banfield,melissaodonnell@yahoo.com
universidad tecnológica nacional,bioquímica,2020/11/04,,stacy smith dds,f,1995/09/29,,,bravo del dos,jodihill@hotmail.com
universidad tecnológica nacional,arquitectura,2020/11/12,,william jacobson,m,2015/12/29,,,colonia berlin,robert57@gmail.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/16,,julie christensen,f,1946/04/24,,,algarrobal puisoye,billy46@yahoo.com
universidad tecnológica nacional,licenciatura en sociología ,2020/09/08,,amy shah,f,1937/09/27,,,alamo,michael95@yahoo.com
universidad tecnológica nacional,ingeniería mecánica,2020/09/13,,thomas sheppard,m,1938/06/27,,,el perdido est jose guisasola,fwilson@yahoo.com
universidad tecnológica nacional,bioquímica,2020/12/05,,lisa hartman,f,1997/07/16,,,20 de septiembre,joshua37@gmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/05,,terry zimmerman,f,1968/01/08,,,la ines,samuel35@yahoo.com
universidad tecnológica nacional,bioquímica,2020/10/10,,julie kim,f,1987/01/04,,,argerich,cunninghammelissa@hotmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/19,,mark cervantes md,m,1966/03/10,,,balneario chapalco,josephthompson@gmail.com
universidad tecnológica nacional,actuario ,2020/11/10,,mckenzie lynch,f,2002/01/25,,,colonia clara,randy39@hotmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/02,,christina green,f,2004/04/25,,,isla gran malvina,christopherscott@yahoo.com
universidad tecnológica nacional,contador público ,2020/09/21,,daniel hubbard,m,1968/07/05,,,balcarce,dukedominic@gmail.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/09,,samantha maxwell,f,1925/06/02,,,cataratas del iguazu,greenmark@gmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/12,,steven charles,m,1908/12/03,,,cululu,kbeasley@gmail.com
universidad tecnológica nacional,farmacia,2020/10/04,,lisa dyer,f,1930/10/07,,,barcala,yrosales@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/02,,jessica hampton,f,1939/01/20,,,gonzalez moreno,goodmanangela@gmail.com
universidad tecnológica nacional,diseño industrial,2020/09/25,,katie weber,f,1923/12/14,,,barrio 1 de mayo,davidmckinney@yahoo.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/18,,kathy wright,f,2021/02/08,,,bouquet,carpenteralex@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/21,,scott wells,m,1947/04/10,,,la rosa,perryteresa@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/26,,katie scott,f,1916/03/29,,,berraondo,heather91@gmail.com
universidad tecnológica nacional,medicina,2020/11/27,,olivia hodges,f,1975/08/17,,,cangrejillos,bmiller@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/11,,glenda barnes,f,1965/07/21,,,gente grande,bwilkins@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/10/11,,michael wallace,m,1981/12/02,,,aguas buenas,pinedaamanda@gmail.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/14,,lance williams,m,2018/09/26,,,el duraznillo,katelynmartin@hotmail.com
universidad tecnológica nacional,actuario ,2020/11/01,,kimberly stewart,f,1937/03/24,,,lierra adjemiro,stonemichael@gmail.com
universidad tecnológica nacional,licenciatura en psicología,2021/01/21,,michelle lewis,f,1984/09/13,,,el porvenir,dwalker@hotmail.com
universidad tecnológica nacional,actuario ,2020/10/02,,michael frye,m,1996/02/17,,,san isidro,edward10@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/12,,david pollard,m,1919/03/15,,,el olivo,jjackson@hotmail.com
universidad tecnológica nacional,técnico para bioterios ,2021/01/27,,monica jennings,f,1911/06/15,,,chovet,jonesandrea@yahoo.com
universidad tecnológica nacional,licenciatura en psicología,2021/01/02,,jennifer barton,f,1929/05/03,,,arroyo manganga,frank11@yahoo.com
universidad tecnológica nacional,diseño industrial,2020/09/14,,theresa stuart,f,1988/12/16,,,bajo guazu,carlsonbrett@gmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/04,,phillip woods,m,1933/10/17,,,san antonio de obligado,sarah31@gmail.com
universidad tecnológica nacional,bioquímica,2021/01/23,,kaylee gonzalez,f,1925/11/27,,,rio mayo,tami35@gmail.com
universidad tecnológica nacional,arquitectura,2021/01/23,,lacey johnson,f,1948/02/01,,,colonia lote 12,sabrinahenry@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/15,,angela russell,f,1911/07/19,,,alfredo demarchi,pennyramirez@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/16,,matthew sullivan,m,1957/04/17,,,barrio emir ramon juarez,kristenpatterson@gmail.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/21,,samantha jimenez,f,1918/03/01,,,rincon de milberg,loweolivia@gmail.com
universidad tecnológica nacional,bioquímica,2020/11/27,,jorge jackson,m,1912/12/07,,,dho,maryalexander@gmail.com
universidad tecnológica nacional,licenciatura en artes,2020/10/19,,dawn hodge,f,1925/04/13,,,est jauregui va flandria,roger32@gmail.com
universidad tecnológica nacional,licenciatura en sociología ,2021/01/18,,nicholas carter,m,1940/08/12,,,colonia duportal,david12@hotmail.com
universidad tecnológica nacional,ingeniería en informática,2021/01/31,,robert watson,m,1972/08/05,,,alto grande,tammybaker@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/03,,diana hamilton,f,1953/06/24,,,colonia hernandarias,donald06@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/13,,michael gay,m,2016/12/19,,,centro comunitario cnia nue,peterbutler@yahoo.com
universidad tecnológica nacional,ciencias veterinarias,2020/09/17,,debra ford,f,1954/06/04,,,el gualicho,pwallace@yahoo.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/05,,michael gomez,m,2013/04/10,,,deferrari,jsullivan@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/10,,paul noble,m,1978/06/04,,,balde de leyes,robert62@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/26,,miss lauren fuller,f,1937/06/04,,,la union,kcastro@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/11,,curtis waters md,m,1931/07/19,,,las quintas,jamesparker@gmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/25,,charles long,m,1948/04/08,,,hito 45,christopher73@hotmail.com
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/10,,tammy ewing,f,1989/08/14,,,boca p 25,thomas90@gmail.com
universidad tecnológica nacional,agronomía,2020/12/04,,rebecca soto,f,1960/01/06,,,chapuy,ethomas@hotmail.com
universidad tecnológica nacional,licenciatura en administración ,2021/01/26,,amy ross,f,1937/04/09,,,arroyito,anitawilson@gmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/06,,micheal richardson,m,1935/02/02,,,el campamento,sandersdouglas@gmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/31,,richard johnston,m,1978/12/09,,,el carretero,alyssapratt@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2021/01/13,,john moore,m,1996/02/21,,,berraondo,andreacrawford@hotmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/02/01,,marilyn winters,f,1967/08/07,,,gonzalez moreno,stephenclark@hotmail.com
universidad tecnológica nacional,farmacia,2020/10/23,,scott may,m,1925/08/22,,,longchamps,roblesvictoria@hotmail.com
universidad tecnológica nacional,bioquímica,2020/12/16,,jennifer wilson,f,1935/03/24,,,pellegrini,ysmith@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2020/11/27,,susan gentry,f,1963/01/11,,,jose clemente paz,parkergabriela@yahoo.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/18,,adam hughes,m,2017/09/23,,,aguada grande,sharon01@hotmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/04,,david house,m,1986/01/07,,,caseros,zandrews@hotmail.com
universidad tecnológica nacional,licenciatura en sociología ,2020/09/15,,allison roach,f,1963/08/29,,,bombal,ochavez@yahoo.com
universidad tecnológica nacional,bioquímica,2020/09/19,,jeffrey phillips,m,2003/08/02,,,kilometro 23,robert49@gmail.com
universidad tecnológica nacional,contador público ,2020/10/31,,kurt hill,m,1913/08/18,,,aparzo,andersonsarah@yahoo.com
universidad tecnológica nacional,diseño industrial,2020/09/20,,debra carter,f,1914/07/27,,,calderon,stevensrobert@hotmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/14,,rebecca compton,f,1992/01/09,,,algarrobo,xlopez@yahoo.com
universidad tecnológica nacional,arquitectura,2020/12/18,,hector king,m,1909/08/17,,,gobernador benegas,fisherdenise@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,,joseph kaiser,m,1989/04/09,,,arminda,ucollier@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/15,,garrett wells,m,1994/06/16,,,alberto gerchunoff,brian10@gmail.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/10,,janice mcneil,f,1985/05/21,,,campana,steven10@yahoo.com
