,university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,email,location
29,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2021-01-28,nan,amber_davis,female,1952-10-02,69,3272,nathan55@gmail.com,colonia 1 de mayo
30,universidad_nacional_de_tres_de_febrero,medicina,2020-09-28,nan,edward_stanley,male,1923-09-21,98,1838,breannarush@hotmail.com,luis guillon
31,universidad_nacional_de_tres_de_febrero,medicina,2020-10-06,nan,richard_miller,male,1980-10-19,41,5321,hmoses@yahoo.com,el potrero
32,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2021-01-28,nan,daniel_miller,male,1999-11-18,22,6071,gary63@yahoo.com,bermudez
33,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-11-28,nan,david_martin,male,1941-10-19,80,9003,dianacampbell@gmail.com,bahia solano
34,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-10-09,nan,todd_jones,male,1929-05-06,93,6559,vmejia@hotmail.com,recalde
35,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-11-07,nan,angela_horton,female,2003-06-09,19,5461,fredmartinez@gmail.com,aguada de la peña
36,universidad_nacional_de_tres_de_febrero,medicina,2020-12-26,nan,joseph_fowler,male,1982-03-08,40,3569,hsnyder@gmail.com,barros pazos
37,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-10-22,nan,mrs._stephanie_taylor,female,1983-03-31,39,2707,gpeterson@hotmail.com,4 de noviembre
38,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2020-12-08,nan,mr._aaron_warren,male,2012-02-22,10,6230,williamsantiago@hotmail.com,francisco casal
39,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2021-01-20,nan,ruben_garner,male,1974-01-31,48,7545,vburton@hotmail.com,huanguelen
40,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-11-16,nan,amber_cohen,female,1928-08-25,94,3234,michael33@hotmail.com,bonpland
41,universidad_nacional_de_tres_de_febrero,agronomía,2021-01-04,nan,jackson_conrad,male,2001-09-03,20,6269,jessica99@hotmail.com,la colina
42,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-12-02,nan,kristen_jones,female,1998-01-31,24,1854,wwilkins@hotmail.com,longchamps
43,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-12-25,nan,christopher_martin,male,1960-11-03,61,4504,rebeccamichael@hotmail.com,23 de agosto
44,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-26,nan,mark_hull,male,1961-03-08,61,4612,crystal94@yahoo.com,carahunco
45,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-20,nan,lucas_durham,male,1929-04-12,93,5759,matthew22@hotmail.com,calera argentina
46,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-23,nan,dale_gray,male,2016-05-05,6,3376,lauren32@hotmail.com,gobernador lanusse
47,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-11-29,nan,diana_taylor,female,1973-12-17,48,6030,williamsonashley@hotmail.com,edmundo perkins
48,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-13,nan,cheryl_boyle,female,1945-06-08,77,3718,jason96@gmail.com,amambay
49,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-10-23,nan,amanda_harding,female,2007-02-20,15,3206,wilsondavid@gmail.com,bella union paraje
50,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-11-28,nan,david_grant,male,1929-12-22,92,9017,ronaldbecker@yahoo.com,cameron
51,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-10-10,nan,frank_villa,male,1923-09-01,99,5590,matthewmyers@gmail.com,adrian maturano
52,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-30,nan,ryan_morse,male,2020-02-10,2,3324,holmesdanielle@yahoo.com,gobernador roca
53,universidad_nacional_de_tres_de_febrero,arquitectura,2020-10-28,nan,candice_thompson,female,2017-09-23,4,9030,smithsarah@gmail.com,rio mayo
54,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-10-28,nan,darius_ross,male,1979-08-06,43,3083,angelacalderon@yahoo.com,grutly
55,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-12-04,nan,james_schultz,male,1979-04-23,43,1718,rebecca74@gmail.com,san antonio de padua
56,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-12-10,nan,jamie_booth,female,1931-01-20,91,3380,joshua94@yahoo.com,9 de julio kilometro 20
57,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-27,nan,stephen_allen,male,1976-06-12,46,7135,changjohn@hotmail.com,comandante giribone
58,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2021-01-27,nan,margaret_bender,female,1960-06-16,62,6346,castanedapamela@gmail.com,pellegrini
59,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-17,nan,gail_green,female,2006-12-09,15,6013,robertdiaz@gmail.com,baigorrita
60,universidad_nacional_de_tres_de_febrero,medicina,2020-09-28,nan,connie_butler,female,1976-03-28,46,6530,erin69@gmail.com,carlos casares
61,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-25,nan,bryan_carlson,male,1935-11-25,86,1897,jadebraun@yahoo.com,manuel b gonnet
62,universidad_nacional_de_tres_de_febrero,medicina,2021-01-08,nan,michelle_contreras,female,1924-02-11,98,1856,kristen11@gmail.com,glew
63,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2021-01-25,nan,daniel_martinez,male,1970-11-15,51,5750,francisco29@hotmail.com,alto de la leña
64,universidad_nacional_de_tres_de_febrero,bioquímica,2020-09-08,nan,brian_guerra,male,1929-10-01,92,4514,padillarachel@hotmail.com,calilegua
65,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2021-01-28,nan,paul_hernandez,male,1984-12-21,37,2000,bwalters@yahoo.com,villa angelica
66,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-29,nan,kyle_hendrix,male,1935-04-19,87,8168,cartertammy@hotmail.com,sierra de la ventana
67,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-11-28,nan,patrick_brown,male,1974-02-09,48,1672,larryalexander@hotmail.com,villa lynch
68,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-09-05,nan,jacqueline_hess,female,1959-10-06,62,4153,christinebrown@gmail.com,nan
69,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2021-01-15,nan,gregory_wilkins,male,2018-06-06,4,3111,hdavis@gmail.com,almacen cristian schubert
70,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-11-06,nan,samantha_carter,female,1982-02-15,40,2454,dolsen@yahoo.com,cañada rosquin
71,universidad_nacional_de_tres_de_febrero,contador_público_,2020-10-08,nan,charles_wade,male,1972-05-26,50,5340,bdavis@hotmail.com,agua grande
72,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-10-08,nan,teresa_fernandez,female,2015-11-06,6,5607,kellybennett@gmail.com,colonia bombal y tabanera
73,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2021-01-11,nan,nancy_baker,female,2019-04-08,3,4129,tshields@hotmail.com,cañada
74,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-10-02,nan,henry_drake,male,1958-12-28,63,6743,darren52@gmail.com,coliqueo
75,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-14,nan,jimmy_caldwell,male,1980-01-31,42,5755,fuentesamy@hotmail.com,alto del molle
76,universidad_nacional_de_tres_de_febrero,contador_público_,2020-09-09,nan,brad_robles,male,1942-11-02,79,1741,pnguyen@gmail.com,enrique fynn
77,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración_,2021-01-17,nan,jay_gomez,male,2015-08-18,7,2639,robinmorrow@hotmail.com,berabevu
78,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2021-01-25,nan,larry_valdez,male,1990-11-06,31,1927,tyoung@hotmail.com,esc nav militar rio sant
79,universidad_nacional_de_tres_de_febrero,agronomía,2020-10-31,nan,keith_simon,male,2012-10-06,9,5341,qhurley@gmail.com,anillaco
80,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-20,nan,daniel_ross,male,1936-05-27,86,3208,zrichardson@yahoo.com,colonia ensanche sauce
81,universidad_nacional_de_tres_de_febrero,bioquímica,2021-01-06,nan,gregory_frank,male,1924-09-22,97,6467,mayselizabeth@yahoo.com,el trio
82,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-25,nan,thomas_green,male,1938-06-26,84,5519,holtdaniel@yahoo.com,alto de las arañas
83,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2021-01-06,nan,patricia_garcia,female,1996-09-15,25,2506,benjaminmckinney@hotmail.com,correa
84,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-10-05,nan,mrs._lisa_rose,female,1980-09-27,41,3416,masonnicholas@gmail.com,arroyo ceibal
85,universidad_nacional_de_tres_de_febrero,arquitectura,2020-09-14,nan,anthony_phillips,male,1955-01-10,67,5607,qjames@yahoo.com,colonia bombal y tabanera
86,universidad_nacional_de_tres_de_febrero,medicina,2021-01-03,nan,derek_hampton,male,1958-03-20,64,3463,ysmith@gmail.com,aristia
87,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-11-21,nan,philip_garcia,male,1933-07-10,89,1903,robinwatts@hotmail.com,abasto
88,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-09-28,nan,mr._jason_raymond,male,1935-02-01,87,2000,ddoyle@yahoo.com,villa angelica
89,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2021-01-09,nan,michelle_williams,female,1974-02-17,48,5351,jharrison@gmail.com,banda florida
90,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-06,nan,becky_lamb,female,1931-01-25,91,9009,garcialauren@gmail.com,cañadon lagarto
91,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-10-06,nan,william_cameron,male,2021-08-09,1,7118,bbrown@gmail.com,general guido
92,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-17,nan,holly_stanley,female,2008-03-14,14,2218,janice94@gmail.com,carrizales
93,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2021-01-04,nan,lisa_payne,female,1967-08-12,55,7201,patriciacamacho@hotmail.com,colman
94,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-04,nan,brandon_schneider,male,1983-08-10,39,3516,djohnson@yahoo.com,basail
95,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-10-12,nan,kelly_mckee,female,2014-05-13,8,4740,medinajessica@yahoo.com,agua salada
96,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-09-24,nan,joshua_bond,male,1992-12-14,29,8370,garymurray@yahoo.com,caminera
97,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-11-08,nan,jason_burns,male,1938-08-07,84,5303,hstewart@hotmail.com,anjullon
98,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-11-06,nan,devin_hernandez,male,1956-07-07,66,4561,hcole@gmail.com,la chinaca
99,universidad_nacional_de_tres_de_febrero,medicina,2020-11-22,nan,dr._john_henderson,male,1965-05-11,57,6380,pspears@gmail.com,boeuf
100,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-09-10,nan,jordan_flowers,male,1951-10-16,70,9037,thomasmurray@yahoo.com,aldea beleiro
101,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-11-30,nan,adrian_underwood,male,1923-10-01,98,6220,dudleymorgan@hotmail.com,bernardo larroude
102,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-09-14,nan,jane_walters,female,1947-12-26,74,3117,joseph51@yahoo.com,nan
103,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-10,nan,lisa_hull,female,1932-09-27,89,8334,jacksonkimberly@hotmail.com,ingeniero huergo
104,universidad_nacional_de_tres_de_febrero,actuario_,2021-01-11,nan,sarah_thomas,female,2020-12-29,1,3229,duane52@hotmail.com,colonia freitas
105,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-09-04,nan,william_thornton,male,1964-03-23,58,5260,melissacarey@yahoo.com,nan
106,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-09-20,nan,leslie_allen,female,2013-01-14,9,3433,sjohns@gmail.com,carrizal norte
107,universidad_nacional_de_tres_de_febrero,farmacia,2020-09-08,nan,william_blevins,male,1956-03-24,66,5645,stantonwayne@yahoo.com,el cenizo
108,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-09,nan,curtis_stein,male,1968-07-17,54,1643,gaguilar@gmail.com,beccar
109,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2021-01-28,nan,crystal_ingram,female,1964-02-01,58,6703,hernandezpatrick@hotmail.com,alastuey
110,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-12-19,nan,angel_gamble,male,1967-01-14,55,5407,gallagherrobert@yahoo.com,dique toma
111,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-09-18,nan,patrick_navarro,male,1981-01-21,41,1893,jessicabell@gmail.com,centro agricola el pato
112,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-10-22,nan,jeffery_neal,male,1991-04-27,31,5343,williamjohnson@hotmail.com,lavalle
113,universidad_nacional_de_tres_de_febrero,bioquímica,2021-01-10,nan,anthony_garcia,male,2009-09-01,12,3013,brownchristy@yahoo.com,colonia matilde
114,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-11-19,nan,theresa_morrison,female,2012-10-26,9,3226,orrstephanie@yahoo.com,buena vista
115,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-12-27,nan,jennifer_smith,female,1924-01-21,98,8171,george98@hotmail.com,espartillar
116,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios_,2020-12-27,nan,christina_parker,female,2011-10-21,10,6443,robertjohnson@yahoo.com,arano
117,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-11-19,nan,dennis_pugh,male,2001-07-13,21,2105,staciemorales@yahoo.com,cañada rica
118,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-10-17,nan,michelle_martin,female,1959-02-15,63,8153,ltravis@hotmail.com,balneario oriente
119,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-12-02,nan,crystal_henderson,female,2000-09-04,21,3214,rtorres@gmail.com,estacion yerua
120,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-11-12,nan,edward_nelson,male,1932-04-01,90,5623,caldwellbridget@yahoo.com,atuel sud
121,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-12-28,nan,anthony_munoz,male,1995-03-08,27,3583,ryan64@gmail.com,isla tigre
122,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-20,nan,crystal_wright,female,1944-05-18,78,9411,thomas56@gmail.com,base aerea teniente matienzo
123,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-12-11,nan,sandra_hardy_md,female,1923-04-26,99,3338,nathanmayer@gmail.com,17 de agosto
124,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-06,nan,kelly_walton,male,2000-04-02,22,1847,jjohnson@yahoo.com,rafael calzada
125,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-30,nan,michael_ortiz,male,2017-02-04,5,7116,mark77@hotmail.com,camaron chico
126,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-17,nan,valerie_peters,female,1971-12-28,50,5340,david62@yahoo.com,agua grande
127,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-09,nan,tiffany_hammond,female,2016-08-27,6,5715,dgreen@hotmail.com,arbol verde
128,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2021-01-06,nan,matthew_hicks,male,2010-08-29,12,1865,thunt@yahoo.com,el pampero
129,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-09-23,nan,david_johnson,male,1938-04-06,84,1834,qmarshall@gmail.com,temperley
130,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-03,nan,melissa_reyes,female,1929-03-08,93,3283,nelsonjamie@hotmail.com,colonia mabragaña
131,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-01,nan,ashley_grant,female,1990-05-09,32,2622,smithadam@yahoo.com,maggiolo
132,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-10-17,nan,sophia_simmons,female,2008-05-03,14,4126,bennettbrenda@yahoo.com,el brete
133,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-15,nan,holly_pope,female,1966-09-16,55,2763,vanessa09@hotmail.com,flamenco
134,universidad_nacional_de_tres_de_febrero,contador_público_,2020-09-25,nan,david_thompson,male,2001-09-15,20,3551,ruizernest@gmail.com,campo monte la viruela
135,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2021-01-16,nan,christopher_blanchard,male,2016-03-08,6,1669,aaron64@yahoo.com,del viso
136,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-11-14,nan,mitchell_dickson,male,1932-02-23,90,3587,riverajason@hotmail.com,san antonio de obligado
137,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-02,nan,gary_collins,male,2021-01-01,1,2601,fadams@gmail.com,la chispa
138,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-11-24,nan,mark_washington,male,1990-01-20,32,3248,lisa66@hotmail.com,caraguata
139,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-20,nan,steven_fields,male,2014-12-04,7,6601,coffeyryan@yahoo.com,altamira
140,universidad_nacional_de_tres_de_febrero,licenciatura_en_kinesiología_y_fisiatría,2020-09-20,nan,tammy_vaughn,female,1994-02-05,28,2315,joshua13@yahoo.com,estacion saguier
141,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-11-02,nan,christopher_washington,male,1950-09-16,71,3487,cramos@hotmail.com,puesto de isla
142,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-29,nan,scott_coleman,male,2015-04-13,7,8181,harrisamy@hotmail.com,azopardo
143,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-09-24,nan,marcus_ball_md,male,2018-05-10,4,5707,wgarza@hotmail.com,aguaditas
144,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación_,2020-09-20,nan,steven_valdez,male,1980-09-25,41,2101,ryanmelanie@yahoo.com,albarellos
145,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-09,nan,cole_nielsen,male,1922-01-08,100,5386,williamsbonnie@gmail.com,amana
146,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-27,nan,catherine_johnson,female,1974-03-09,48,3427,mark49@gmail.com,nan
147,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-09-26,nan,john_perez,male,1986-06-25,36,8415,grant91@gmail.com,arroyo las minas
148,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2020-11-04,nan,mary_lyons_dvm,female,1958-07-12,64,1986,sthompson@yahoo.com,altamirano
149,universidad_nacional_de_tres_de_febrero,arquitectura,2021-01-20,nan,angela_snyder,female,2005-07-21,17,2741,uwilliams@hotmail.com,el retiro
150,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-09-30,nan,amanda_higgins,female,2010-04-27,12,6551,mclaughlinjustin@gmail.com,juan f ibarra
151,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo_,2020-09-11,nan,kim_romero,female,1983-08-01,39,2147,nwilliams@hotmail.com,san genaro norte
152,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-12-17,nan,mary_richardson,female,1987-03-22,35,5637,lynnswanson@hotmail.com,30 de octubre
153,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-31,nan,alfred_haas,male,2013-12-16,8,7267,sherry19@yahoo.com,alvarez de toledo
154,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-10,nan,autumn_pierce,female,1934-06-01,88,3262,claudiablake@yahoo.com,nan
155,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-03,nan,diamond_wright,female,2021-04-13,1,1625,bowenjennifer@yahoo.com,arroyo canelon
156,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-10-03,nan,brett_robinson,male,1971-11-02,50,5582,osmith@hotmail.com,alberto flores
157,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología_,2021-01-19,nan,vanessa_weaver,female,1924-07-07,98,6648,walterrodriguez@gmail.com,mecha
158,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-11-14,nan,angela_cuevas,female,1946-05-03,76,6411,amy05@yahoo.com,bravo del dos
159,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-29,nan,howard_koch,male,1970-03-17,52,5734,nancysmith@yahoo.com,la ribera
160,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-09-24,nan,jessica_watson,female,1962-09-16,59,8109,dprice@hotmail.com,almirante solier
161,universidad_nacional_de_tres_de_febrero,farmacia,2021-01-20,nan,katherine_wiggins,female,1932-10-26,89,4411,cwalker@hotmail.com,sey
162,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-10-03,nan,michael_page,male,2006-07-09,16,9007,matthew44@hotmail.com,nan
163,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-05,nan,donald_williams,male,1982-04-18,40,5341,kingzachary@gmail.com,anillaco
